"Gender","Fingerprint","TimeUpx","W","H","leng","leng_sum","speed","Force","ForceUp","Rx","Ry","varX","varY","corrYX"
"f","e45faa6a06163a79f892886141473993",455.94445,320,570,126.83964,4566.22685,0.24125,1,0,0.3328,0.3328,9325.54321,7340.62655,0.92917
"f","e2731596e61e854d401fbeabdec5bf54",315.75,600,1024,167.91283,671.65131,0.56107,1,0,0.49935,0.49935,194.25,6582.25,0.62857
"f","8d3933d1a04dc4fb821ed0340b1063a8",1185.25,360,640,111.2037,889.62957,0.16711,1,0,0,0,49,9418.75,0.07747
"f","0703d9e1462f9de372465d6e32e8a27d",623.4,360,640,417.68586,2088.42928,0.96668,1,0,2.80001,2.80001,228.56,59.44,-0.20007
"f","0703d9e1462f9de372465d6e32e8a27d",164.5,360,640,273.44804,546.89607,0.29918,1,0,3,3,0,0,nan
"f","8d3933d1a04dc4fb821ed0340b1063a8",1060,360,640,181.41769,907.08843,0.22123,1,0,5.54399,5.54399,6.16,822.96001,0.43315
"f","amp-2Xyfg8OEq6JhydoWuX2s3Q",254.36364,360,640,74.73701,822.10707,0.30249,1,0,0.50493,0.50493,39.33885,882.95868,-0.62981
"f","0703d9e1462f9de372465d6e32e8a27d",586.5,360,640,249.06619,4483.19135,0.436,1,0,3.61112,3.61112,1235.87655,23250.32099,0.37822
"f","8d3933d1a04dc4fb821ed0340b1063a8",675.11595,360,640,111.60603,7700.81584,0.28302,1,0,7.40501,7.40501,4424.93678,1605.47743,0.38003
"f","5d9a70ce8549af81a6e5b0243676fb46",338.625,320,570,129.6838,1037.47036,0.82908,1,0,0.3328,0.3328,1382.35938,17659,-0.91175
"f","0703d9e1462f9de372465d6e32e8a27d",863.82353,360,640,328.30691,5581.21736,0.59244,1,0,2.9804,2.9804,1974.05537,1670.17994,-0.13911
"f","8d3933d1a04dc4fb821ed0340b1063a8",177.61539,360,640,104.088,1353.144,0.60388,1,0,0,0,126.6864,6271.84616,-0.59536
"f","0703d9e1462f9de372465d6e32e8a27d",530.71429,360,640,289.60746,2027.25216,0.67127,1,0,3.2381,3.2381,116.2449,3661.91837,0.1809
"f","0703d9e1462f9de372465d6e32e8a27d",745,360,640,363.66422,4363.97054,0.57268,1,0,4.16667,4.16667,1380.07639,1366.25,0.27969
"f","9c960c8e28004bd5a05eefd2a29f1dfe",1556.44445,360,640,207.96293,1871.66636,0.19511,1,1,1.07439,1.07439,255.20988,33138.46914,0.39833
"f","48e06318776abcebfed529fe58ad2fcf",250.66667,360,720,126.55764,759.34579,0.46763,0.01242,0,0,0,373.13889,459.47223,0.19999
"f","f4b9aa530a8545ddec2ffb9de57c1ddb",216.16667,360,640,200.11769,1200.70613,0.99191,0.37844,0,0,0,32.66667,4300.47223,-0.98805
"f","48e06318776abcebfed529fe58ad2fcf",1349.27778,360,720,88.76761,1597.81689,0.11457,0.01417,0,0,0,696.36112,14353.49692,0.0524
"f","10ee042a14d0a9cc413e2412fad579c9",415.33334,412,732,147.58101,885.48602,0.47918,1,0,0.31747,0.57143,681.80556,5441.47223,0.96903
"f","8c47753e45070e4943f563a1d0ab5c1d",2115,360,640,269.69084,3236.29007,0.22368,1,0,1.16541,1.3527,128.47223,4316.02084,-0.52547
"f","10ee042a14d0a9cc413e2412fad579c9",294.27273,412,732,140.01698,1540.18673,0.56797,1,0,0.15585,0.6407,245.42149,2533.70248,0.13776
"f","a50630ad13dabcc379970a5080d735b7",1562.33334,360,640,98.54485,591.26905,0.22247,1,0,0,0,15.80556,70.25,-0.54268
"f","8d3933d1a04dc4fb821ed0340b1063a8",622,360,640,112.45672,6185.11922,0.31096,1,0,10.18895,10.18895,2512.80794,6539.2443,0.14853
"f","8d3933d1a04dc4fb821ed0340b1063a8",1101,360,640,133.50047,801.00282,0.14963,1,0,4.32864,4.32864,29.91667,489.66667,-0.04131
"f","48e06318776abcebfed529fe58ad2fcf",241.82609,360,720,170.45559,3920.47854,0.74293,0.00393,0,0,0,15.38375,70.01891,-0.11991
"f","8c47753e45070e4943f563a1d0ab5c1d",238.33334,360,640,145.104,870.62396,0.62441,1,0,1.45676,1.62324,404.91667,254.91667,0.68762
"f","afb3c1d97fbd3becef769f17581f62e9",249.35484,360,640,77.87122,2414.00754,0.32707,1,0,2.32007,2.32007,381.70864,476.77212,-0.23968
"f","9c960c8e28004bd5a05eefd2a29f1dfe",835.96552,360,640,122.15816,7085.17271,0.1528,1,0.58621,0.39225,0.39225,2903.77438,2812.96582,0.04161
"f","8c47753e45070e4943f563a1d0ab5c1d",256.93334,320,569,45.24423,1357.3268,0.18834,1,0,0.89533,1.2209,183.78223,794.59556,-0.50951
"f","8c47753e45070e4943f563a1d0ab5c1d",622.14286,360,640,132.38658,1853.41206,0.13547,1,0,1.05243,1.39135,17112.85715,2702.38776,0.25391
"f","ca447ef6847a8593a4530b41066d365e",843.08334,640,360,151.30936,1815.71222,0.30433,1,0,7.39743,7.39743,2156.35417,336.40973,-0.15128
"f","8d3933d1a04dc4fb821ed0340b1063a8",576.84616,360,640,117.422,1526.48599,0.2315,1,0,5.76298,5.76298,85.69231,903.71598,-0.31788
"f","8c47753e45070e4943f563a1d0ab5c1d",543,360,640,324.18668,324.18668,0.59703,1,0,0.79498,1.32496,0,0,nan
"f","0703d9e1462f9de372465d6e32e8a27d",171,360,640,187.67087,563.01259,0.08188,1,0,3.44445,3.44445,392,32,-1
"f","8d3933d1a04dc4fb821ed0340b1063a8",708.66667,360,640,248.89256,1493.35536,0.41435,1,0,10.94646,10.94646,780.22223,1707.66667,0.54999
"f","ec02d0941d97ca01afe6dcde001f02c1",1314.66667,320,534,177.23882,1595.14933,0.21347,1,0,3.81482,3.81482,10878.22223,407.80247,-0.20257
"f","8d3933d1a04dc4fb821ed0340b1063a8",259.68572,360,640,129.37162,4528.00644,0.5541,1,0,0,0,2521.78776,1853.96409,0.682
"f","e45faa6a06163a79f892886141473993",3276.26154,320,570,115.34336,7497.31828,0.05007,1,0,0.3328,0.3328,305.17018,3599.25444,0.28563
"f","8d3933d1a04dc4fb821ed0340b1063a8",168.40741,360,640,59.81684,1615.05452,0.41168,1,0,10.26664,10.26664,18.03567,419.15501,-0.68187
"f","8d3933d1a04dc4fb821ed0340b1063a8",278.83334,360,640,143.37519,860.25114,0.52222,1,0,0,0,6780.66667,478.80556,-0.52437
"f","8c47753e45070e4943f563a1d0ab5c1d",647.75,360,640,114.12891,1369.54684,0.23585,1,0,1.1446,1.39433,93.52084,1696.58334,-0.49592
"f","0703d9e1462f9de372465d6e32e8a27d",931.16667,360,640,430.47349,2582.84093,0.80848,1,0,1.77778,1.77778,288.55556,672.55556,0.00934
"f","8d3933d1a04dc4fb821ed0340b1063a8",3641.44445,360,640,147.66828,2658.02888,0.06037,1,0,5.53567,5.53567,88.13889,1388.9784,-0.30139
"f","ea519105b43d50a3ca3cba627a755510",1050.40001,360,640,118.37278,591.86388,0.44873,1,1,0.7,0.7,282.4,370.96001,0.3584
"f","8d3933d1a04dc4fb821ed0340b1063a8",423.47561,360,640,95.46031,7827.74532,0.31754,1,0,2.18361,2.18361,9979.39337,8070.46714,-0.74821
"f","afb3c1d97fbd3becef769f17581f62e9",223.18182,360,640,88.61015,974.71164,0.40168,1,0,3.85945,3.85945,373.81819,324.6281,0.92539
"f","3982e38e1040697a280b9ccb9d3a4204",1149.8,360,640,158.64532,793.22657,0.32802,1,0,0,0,620.96,103.2,-0.85405
"f","a33fb45ef2f51391e6ec33ebd68556e7",250.27778,320,569,79.21906,1425.94304,0.36396,1,0,0.62895,0.8016,125.80247,445.12655,0.01125
"f","0703d9e1462f9de372465d6e32e8a27d",355.375,360,640,316.95895,2535.67159,0.92708,1,0,3.16667,3.16667,47.60938,1609.9375,0.59226
"f","8d3933d1a04dc4fb821ed0340b1063a8",189,360,640,97.94387,97.94387,0.51823,1,0,0,0,0,0,nan
"f","9c960c8e28004bd5a05eefd2a29f1dfe",1092.81819,360,640,94.22294,1036.45234,0.04734,1,1,0.79546,0.79546,10220.19835,5828.06612,0.98481
"f","a1a857b5b06e372f9c815718ac340077",4689,360,640,190.32316,570.96947,0.09508,1,0,0.91667,0.91667,228.22223,11440.22223,-0.92219
"f","8d3933d1a04dc4fb821ed0340b1063a8",200.56604,360,640,101.78379,5394.54059,0.47526,1,0,8.80178,8.80178,514.37879,3230.74475,-0.10346
"f","5bba6cd749afaa3bcdd4e09dde9d7d84",846.66667,320,570,303.1904,1819.14237,0.38666,1,0,1.49757,1.49757,589.88889,2253.47223,0.19236
"f","58cda9784e306b50aebf68c79eab7414",560,360,640,76.66822,383.34108,0.05539,1,0,7.49188,7.49188,15.36001,160.64,0.39297
"f","8d3933d1a04dc4fb821ed0340b1063a8",299,360,640,114.03947,114.03947,0.38141,1,0,0,0,0,0,nan
"f","8d3933d1a04dc4fb821ed0340b1063a8",221.06897,360,640,69.58582,2017.98853,0.31988,1,0,0,0,147.41499,330.82046,0.01723
"f","9c960c8e28004bd5a05eefd2a29f1dfe",287.4375,360,640,53.00813,848.13004,0.21665,1,0,0.625,0.625,41.4961,201.71485,0.00287
"f","48e06318776abcebfed529fe58ad2fcf",425.6,360,720,205.0432,1025.21596,0.26177,0.01177,0,0,0,7.84,428.56001,0.39818
"f","ea519105b43d50a3ca3cba627a755510",879.2,360,640,76.69171,2300.75104,0.17178,1,0,0.71667,0.71667,716.64889,1052.44001,-0.62257
"f","0703d9e1462f9de372465d6e32e8a27d",286.4,360,640,183.16045,915.80221,0.72976,1,0,4.73334,4.73334,307.44001,603.20001,0.15048
"f","9c960c8e28004bd5a05eefd2a29f1dfe",319.82717,360,640,88.39344,7159.86847,0.38493,1,1,0.63889,0.63889,2042.96785,2841.74974,0.60514
"f","8d3933d1a04dc4fb821ed0340b1063a8",506,360,640,247.41749,494.83497,0.51727,1,0,6.24323,6.24323,16,3025,1
"f","e45faa6a06163a79f892886141473993",4209.9,320,570,193.90744,1939.07436,0.04587,1,0,0.3328,0.3328,77.76001,1314.24,1
"f","0703d9e1462f9de372465d6e32e8a27d",839,360,640,361.99965,3257.9968,0.57675,1,0,2.33334,2.33334,159.35803,424.17284,0.45605
"f","e45faa6a06163a79f892886141473993",980.64706,320,570,117.87683,2003.90597,0.16613,1,0,0.3328,0.3328,56.83045,355.06575,-0.05751
"f","9c960c8e28004bd5a05eefd2a29f1dfe",415.53334,360,640,110.61327,1659.19897,0.41399,1,0.2,0.5,0.5,12035.30667,1213.52889,-0.28785
"f","58cda9784e306b50aebf68c79eab7414",210.45455,360,640,116.52274,1281.7501,0.59396,1,0,3.92756,3.92756,79.90083,7678.79339,0.87655
"f","8d3933d1a04dc4fb821ed0340b1063a8",632.85715,360,640,141.06884,2962.44549,0.25955,1,0,5.48215,5.48215,12.96599,1092.53062,-0.38946
"f","0703d9e1462f9de372465d6e32e8a27d",934.66667,360,640,157.20069,943.2041,0.35501,1,0,2.44445,2.44445,23.22223,4229.58334,0.50202
"f","e45faa6a06163a79f892886141473993",1154.75,320,570,176.51525,2824.24386,0.17775,1,0,0.3328,0.3328,95.90235,284.25,0.63917
"f","8d3933d1a04dc4fb821ed0340b1063a8",2001.4,360,640,123.3957,616.97849,0.39355,1,0,11.23781,11.23781,1184.24001,4955.60001,-0.967
"f","a1a857b5b06e372f9c815718ac340077",478.9,640,360,242.65619,2426.56181,0.69017,1,0,0.825,0.825,671.45,1800.29001,0.26973
"f","0703d9e1462f9de372465d6e32e8a27d",525.16667,360,640,257.63115,1545.78686,0.62739,1,0,3.77778,3.77778,116.22223,2649,0.20186
"f","e2731596e61e854d401fbeabdec5bf54",245.83334,600,1024,180.96428,2171.57131,0.83506,1,1,0.49935,0.49935,78.22223,19266.07639,-0.38233
"f","8c47753e45070e4943f563a1d0ab5c1d",766.17843,360,640,107.56198,25922.43644,0.22287,1,0,1.12741,1.38336,6814.86314,7661.47656,0.11456
"f","ec02d0941d97ca01afe6dcde001f02c1",1434.46154,320,534,146.22017,1900.86216,0.13898,1,0,3.64103,3.64103,195.23077,2320.3077,0.06904
"f","ea519105b43d50a3ca3cba627a755510",795,360,640,65.45175,392.71046,0.24765,1,1,0.70834,0.70834,122.47223,692.58334,-0.99945
"f","48e06318776abcebfed529fe58ad2fcf",692,360,720,232.66405,1163.32021,0.36766,0.01726,0,0,0,639.04001,1322.64,-0.30047
"f","8c47753e45070e4943f563a1d0ab5c1d",738.3077,640,360,73.48156,955.26019,0.15888,1,0,1.59443,1.24865,2876.63906,2076.99409,0.36742
"f","8c47753e45070e4943f563a1d0ab5c1d",429.375,360,640,74.24166,1781.79977,0.18735,1,0,1.20703,1.32149,109.41494,932.5816,-0.50492
"f","8d3933d1a04dc4fb821ed0340b1063a8",322.5,360,640,54.44113,108.88226,0.16991,1,0,5.74377,5.74377,16,1,-1
"f","8c47753e45070e4943f563a1d0ab5c1d",1288.91667,360,640,134.06589,3217.58127,0.17313,1,0,1.08216,1.42554,520.66494,2716.33334,-0.40827
"f","8d3933d1a04dc4fb821ed0340b1063a8",119.22223,360,640,60.57108,1090.27927,0.50162,1,0,0,0,559.54321,2566.79321,-0.30652
"f","ea519105b43d50a3ca3cba627a755510",64,360,640,77.43852,619.50813,0.11664,1,1,0.75,0.75,2.6875,469.9375,-0.99013
"f","8d3933d1a04dc4fb821ed0340b1063a8",267.2069,360,640,98.19229,2847.57613,0.39443,1,0,11.13448,11.13448,4173.9572,4214.04519,-0.08639
"f","8c47753e45070e4943f563a1d0ab5c1d",122,360,640,82.02041,902.22444,0.45793,1,0,1.13514,1.45297,89.78513,625.68596,-0.04975
"f","8c47753e45070e4943f563a1d0ab5c1d",171,360,640,120.14991,120.14991,0.70264,1,0,0.74919,1.24865,0,0,nan
"f","3183f6f7626d168628851a35bd2de577",480.5,320,570,168.26956,3028.85198,0.3762,1,0,0.3328,0.3328,340.13889,1031.64507,-0.34586
"f","8c47753e45070e4943f563a1d0ab5c1d",576,360,640,143.70152,287.40303,0.41765,1,0,1.12379,1.24865,12.25,11130.25,1
"f","8d3933d1a04dc4fb821ed0340b1063a8",127,360,640,86.49278,86.49278,0.68105,1,0,12.64462,12.64462,0,0,nan
"f","48e06318776abcebfed529fe58ad2fcf",239.14815,360,720,86.09342,2324.52233,0.37666,0.00393,0,0,0,6.80933,92.19205,-0.42797
"f","8d3933d1a04dc4fb821ed0340b1063a8",548.45715,360,640,79.35716,2777.50027,0.16782,1,0,0,0,613.50694,1222.21715,-0.40212
"f","8d3933d1a04dc4fb821ed0340b1063a8",487.125,360,640,99.33362,1589.33785,0.27974,1,0,7.66357,7.66357,1559.21485,5812.8711,-0.54673
"f","10ee042a14d0a9cc413e2412fad579c9",631.09524,412,732,76.03746,1596.78647,0.15425,1,0,0.21769,0.55329,133.09298,1425.74604,-0.26589
"f","e2731596e61e854d401fbeabdec5bf54",455.91177,1024,600,70.46672,2395.86834,0.45312,1,1,0.49935,0.49935,6546.01817,1629.3218,-0.83123
"f","9c960c8e28004bd5a05eefd2a29f1dfe",1175.4138,360,640,88.93777,5158.39025,0.24659,1,1,0.65949,0.65949,5882.71731,7329.99792,0.65047
"f","8d3933d1a04dc4fb821ed0340b1063a8",506.68422,360,640,181.95919,3457.22445,0.41538,1,0,7.93876,7.93876,1115.52355,1559.58449,-0.05796
"f","cf4df59e9cf6da5d5b5a56f8f55dbec2",2277.05556,360,640,276.73117,9962.32193,0.20082,1,0,0,0,949.13195,4965.41667,-0.25262
"f","8c47753e45070e4943f563a1d0ab5c1d",586.05556,360,640,78.92004,5682.24219,0.20098,1,0,1.00586,1.32842,1050.19368,5810.36092,-0.29626
"f","ca447ef6847a8593a4530b41066d365e",168.25,360,640,89.92639,1079.1166,0.55098,1,0,8.93798,8.93798,47.52084,271.74306,-0.25574
"f","58cda9784e306b50aebf68c79eab7414",577.39063,360,640,60.07278,3844.65758,0.19737,1,0,7.08607,7.08607,178.45289,666.09278,-0.39317
"f","48e06318776abcebfed529fe58ad2fcf",994.25,360,720,308.89655,3706.75854,0.48428,0.00393,0,0,0,1423.24306,9513.72223,-0.10323
"f","3982e38e1040697a280b9ccb9d3a4204",305.16667,360,640,105.78657,1269.43884,0.25743,1,0,0,0,236.57639,1473.55556,-0.40187
"f","0703d9e1462f9de372465d6e32e8a27d",891.6,360,640,330.88716,1654.43578,0.60705,1,0,3.20001,3.20001,32,323.04,-0.34817
"f","8c47753e45070e4943f563a1d0ab5c1d",591.76924,360,640,91.61182,2381.90719,0.19576,1,0,1.42154,1.63285,2083.7929,195.01776,0.10847
"f","5d9a70ce8549af81a6e5b0243676fb46",2840.38889,320,570,121.39652,2185.13719,0.12338,1,0,0.3328,0.3328,568.35803,2450.80556,-0.66269
"f","0703d9e1462f9de372465d6e32e8a27d",481.3077,360,640,392.14266,5097.85447,0.68323,1,0,3.89744,3.89744,4237.45563,1487.28995,0.29936
"f","8d3933d1a04dc4fb821ed0340b1063a8",339.05307,360,640,88.42512,21664.15218,0.27491,1,0,2.01924,2.01924,1065.24489,10065.38693,-0.73361
"f","48e06318776abcebfed529fe58ad2fcf",193.16667,360,720,375.2846,2251.70757,0.39596,0.01504,0,0,0,376.88889,368.58334,-0.94084
"f","8d3933d1a04dc4fb821ed0340b1063a8",200,360,640,65.03103,130.06206,0.50696,1,0,23.34967,23.34967,30.25,20.25,-1
"f","48e06318776abcebfed529fe58ad2fcf",503.25,360,720,36.26566,145.06264,0.00353,0.02059,0,0,0,824.5,1580.25,0.93215
"f","8d3933d1a04dc4fb821ed0340b1063a8",401.2,360,640,107.90067,539.50332,0.28856,1,0,0,0,152,455.04,-0.35894
"f","48e06318776abcebfed529fe58ad2fcf",2102.3871,360,720,178.87803,5545.21889,0.28162,0.00393,0,0,0,640.68887,10689.98336,0.23765
"f","7e40dd6c05f823f6551ec7b584fa2474",580.65518,360,640,68.6056,1989.56233,0.1829,1,0,0,0,2562.85613,1559.01546,0.57737
"f","9c960c8e28004bd5a05eefd2a29f1dfe",1974.16667,360,640,141.37115,848.22687,0.09103,1,1,1.125,1.125,187.80556,6447.80556,-0.96278
"f","9c960c8e28004bd5a05eefd2a29f1dfe",912.86667,360,640,179.08532,5372.55951,0.26864,1,1,0.725,0.725,1176.22667,7960.97889,0.3888
"f","ea519105b43d50a3ca3cba627a755510",843.6579,360,640,70.47972,2678.22912,0.32762,1,1,0.55264,0.55264,80.33034,1272.16344,-0.30268
"f","8d3933d1a04dc4fb821ed0340b1063a8",236.125,360,640,98.67588,789.40703,0.55385,1,0,2.71581,2.71581,22168.9375,3266.73438,-0.24401
"f","8d3933d1a04dc4fb821ed0340b1063a8",869.25,360,640,144.97078,1739.6493,0.1977,1,0,13.81835,13.81835,13432.6875,11335,-0.65736
"f","9c960c8e28004bd5a05eefd2a29f1dfe",378.5,360,640,62.67391,752.08687,0.0777,1,0,0.83334,0.83334,935.33334,584.38889,0.4831
"f","8c47753e45070e4943f563a1d0ab5c1d",506.08696,360,640,132.88038,3056.24867,0.42668,1,0,1.21608,1.42237,406.82042,1959.67864,0.0841
"f","27fa5f07c3524c73cb9eb3049153ec0e",582.76667,360,720,90.99365,2729.80939,0.26749,0.0753,0,0,0,566.31556,753.43223,-0.04967
"f","58cda9784e306b50aebf68c79eab7414",959.44445,360,640,92.30296,830.72662,0.05184,1,0,7.76935,7.76935,96.0247,321.55556,-0.1977
"f","8c47753e45070e4943f563a1d0ab5c1d",642,360,640,99.30332,1787.45967,0.21264,1,0,0.9573,1.35964,166.39507,1129.46914,-0.75388
"f","5d9a70ce8549af81a6e5b0243676fb46",1173.5,320,570,212.01745,1272.10467,0.0831,1,0,0.35672,0.35672,14.13889,1278.22223,0.1496
"f","0703d9e1462f9de372465d6e32e8a27d",366.33334,360,640,266.72316,1600.33893,0.39725,1,0,3.44445,3.44445,228.58334,613.55556,-0.74188
"f","e45faa6a06163a79f892886141473993",5859.69566,320,570,136.3907,3136.98608,0.0445,1,0,0.3328,0.3328,583.62193,4950.34783,-0.36284
"f","0703d9e1462f9de372465d6e32e8a27d",303.83334,360,640,99.93402,1199.20817,0.36035,1,0,2.58334,2.58334,434.33334,496.16667,-0.10698
"f","8c47753e45070e4943f563a1d0ab5c1d",212.75,360,640,258.24534,1032.98136,1.21929,1,0,1.43595,1.49838,85.5,31.25,-0.61423
"f","e2731596e61e854d401fbeabdec5bf54",1451,600,1024,64.2573,192.77189,0.04429,1,1,0.49935,0.49935,0,0,nan
"f","8c47753e45070e4943f563a1d0ab5c1d",212.4,360,640,101.16407,505.82032,0.16054,1,0,1.09881,1.44843,672.8,1278.8,-0.69407
"f","2e658c07bfc2c6486041f16805960d19",1250.55556,320,570,148.13161,1333.18445,0.19508,1,1,0.3328,0.3328,404.09877,8081.11112,-0.87675
"f","8d3933d1a04dc4fb821ed0340b1063a8",263.81819,360,640,78.66906,865.35966,0.3425,1,0,0,0,1082.19835,2757.05786,-0.90704
"f","e45faa6a06163a79f892886141473993",338.63637,320,570,69.59337,765.52701,0.21479,1,0,0.3328,0.3328,164.44629,1198.79339,-0.49681
"f","9c960c8e28004bd5a05eefd2a29f1dfe",499.16667,360,640,103.1762,619.05716,0.37775,1,1,0.91667,0.91667,362.47223,2485.88889,0.11091
"f","06f1f73382724719c97b79b33ec5b2e2",3677.66667,360,640,75.74353,454.46117,0.43585,0.31373,0.31373,18.0344,18.0344,547.47223,175.13889,-0.96981
"f","ea519105b43d50a3ca3cba627a755510",425.5,360,640,260.6069,4690.92415,0.64905,1,1,0.47223,0.47223,45.20062,508.32099,0.22117
"f","48e06318776abcebfed529fe58ad2fcf",403.14286,360,720,143.32081,2006.49132,0.64461,0.01177,0,0,0,283.06123,3597.63266,-0.89568
"f","8c47753e45070e4943f563a1d0ab5c1d",465.6087,360,640,117.35804,2699.23483,0.47787,1,0,1.23779,1.41152,251.17203,4478.26087,0.20867
"f","8d3933d1a04dc4fb821ed0340b1063a8",557.84616,381.53847,618.46154,164.30482,2135.96266,0.24287,1,0,9.10551,9.10551,12405.1361,22831.59764,0.44842
"f","7e40dd6c05f823f6551ec7b584fa2474",405.75,360,640,178.62231,714.48921,0.90542,1,0,6.62022,6.62022,4916.25,1964.6875,0.15465
"f","d9656cbf7947523d66dafa1cd08b6719",606.16667,320,570,268.69009,3224.28107,0.42351,1,0,0.3328,0.3328,589,8405.13889,0.12974
"f","e2731596e61e854d401fbeabdec5bf54",648.85715,1024,600,73.08856,511.61986,0.41727,1,1,0.49935,0.49935,11222.20409,2481.14286,-0.45114
"f","48e06318776abcebfed529fe58ad2fcf",2714.5,360,720,166.7754,4669.71099,0.2286,0.01401,0,0,0,6328.30995,2082.21812,0.4753
"f","48e06318776abcebfed529fe58ad2fcf",945.64286,360,720,118.82521,1663.55291,0.1619,0.00505,0,0,0,1100.65817,363.4898,-0.87715
"f","10ee042a14d0a9cc413e2412fad579c9",97.66667,412,732,128.00368,2688.07711,1.48272,1,0,0.31747,0.68935,21.37869,176.72563,-0.83008
"f","723c6f41ec7022d79b3f21a1ee8b4963",740.83334,360,640,172.0394,2064.47273,0.34745,1,0,0.60417,1.02084,250.41667,13467.05556,0.80262
"f","48e06318776abcebfed529fe58ad2fcf",280.16667,360,720,64.81944,1944.58313,0.24685,0.00471,0,0,0,12851.86223,11525.64889,-0.98571
"f","9c960c8e28004bd5a05eefd2a29f1dfe",415.91667,360,640,143.68683,3448.48372,0.5984,1,0.75,0.57292,0.57292,890.55556,2317.91494,-0.46633
"f","8d3933d1a04dc4fb821ed0340b1063a8",549.40214,360,640,112.85238,63423.03614,0.31773,1,0.00356,6.26871,6.26871,4886.86216,9038.64013,-0.00648
"f","8d3933d1a04dc4fb821ed0340b1063a8",2219.80001,360,640,231.13003,1155.65012,0.16309,1,0,7.49188,7.49188,438.96,4513.2,-0.80581
"f","58cda9784e306b50aebf68c79eab7414",123.71429,360,640,45.66036,639.24495,0.03942,1,0,6.40377,6.40377,85.34694,495.53062,-0.38891
"f","48e06318776abcebfed529fe58ad2fcf",3389.90244,360,720,106.91055,4383.33255,0.21544,0.01148,0,0,0,2337.29328,3291.6288,0.06741
"f","0703d9e1462f9de372465d6e32e8a27d",2211.83334,360,640,302.66279,1815.97671,0.14315,1,0,3.5,3.5,0.25,1,-1
"f","58cda9784e306b50aebf68c79eab7414",1877.33334,360,640,180.1733,2162.07957,0.05232,1,0.33334,5.66053,5.66053,1539.90973,18053.63889,-0.55695
"f","0703d9e1462f9de372465d6e32e8a27d",375.75,360,640,131.62327,2105.9722,0.38465,1,0,3.08334,3.08334,918.83985,4885.48438,0.37751
"f","8c47753e45070e4943f563a1d0ab5c1d",404.16667,360,640,129.6469,777.88136,0.3993,1,0,1.07846,1.42161,127.13889,365.80556,-0.73895
"f","8d3933d1a04dc4fb821ed0340b1063a8",583.16667,360,640,331.28609,5963.14962,0.45241,1,0,12.67979,12.67979,2135.39507,16985.20062,-0.0521
"f","5d9a70ce8549af81a6e5b0243676fb46",924,320,570,265,265,0.2868,1,0,0.3328,0.3328,0,0,nan
"f","4cb752e2d16e0a69931f266fef2d7b43",148.33334,360,640,63.20124,568.81116,0.76279,1,0,0.16667,0.16667,54.17284,392.69136,-0.81047
"f","0703d9e1462f9de372465d6e32e8a27d",442.8125,360,640,286.79733,4588.75714,0.81612,1,0,3.37501,3.37501,2827.5625,18071.10938,-0.64151
"f","8d3933d1a04dc4fb821ed0340b1063a8",490.48864,360,640,80.11055,7049.72817,0.21122,1,0,1.95811,1.95811,5548.43273,4728.40651,-0.8281
"f","0703d9e1462f9de372465d6e32e8a27d",465.4,360,640,501.02967,2505.14834,1.26028,1,0,4.73334,4.73334,145.76001,1027.44,-0.02253
"f","8d3933d1a04dc4fb821ed0340b1063a8",422.6,360,640,53.05335,795.80018,0.26993,1,0,4.74486,4.74486,2.06223,161.18223,0.37615
"f","0703d9e1462f9de372465d6e32e8a27d",316,360,640,170.77716,683.10862,0.16378,1,0,1.41667,1.41667,144,7464.5,-0.88737
"f","8d3933d1a04dc4fb821ed0340b1063a8",181,360,640,109.36076,328.08228,0.62842,1,0,8.57404,8.57404,8.66667,314.88889,0.99541
"f","8c47753e45070e4943f563a1d0ab5c1d",263.05556,360,640,81.56934,1468.24801,0.30948,1,0,1.23478,1.35964,2910.31173,3067.02778,0.95159
"f","48e06318776abcebfed529fe58ad2fcf",2000,360,720,80.62855,403.14273,0.25855,0.00393,0,0,0,13.6,331.84,-0.9616
"f","9c960c8e28004bd5a05eefd2a29f1dfe",524.09323,360,640,102.84333,12135.51246,0.31169,1,0.54238,0.7103,0.7103,4653.34272,6898.70641,0.24976
"f","8d3933d1a04dc4fb821ed0340b1063a8",300.86154,360,640,97.0637,6309.1404,0.35868,1,0,3.43858,3.43858,9746.7929,3207.44237,-0.20466
"f","8d3933d1a04dc4fb821ed0340b1063a8",359.25,360,640,124.25135,1491.0161,0.4059,1,0,12.1743,12.1743,255.02084,1111.07639,0.59408
"f","9c960c8e28004bd5a05eefd2a29f1dfe",944.69768,360,640,101.59725,4368.68144,0.2053,1,0,0.56396,0.56396,900.80693,3517.26664,-0.06897
"f","fcafb45fd3eda8100cfc558dfe9ba987",177.33334,360,640,180.82596,542.47786,1.028,1,0,0,0,38,81.55556,-0.99994
"f","9c960c8e28004bd5a05eefd2a29f1dfe",213.14815,360,640,84.64758,2285.48457,0.19073,1,0.85186,0.33334,0.33334,6.32374,600.95748,-0.33161
"f","48e06318776abcebfed529fe58ad2fcf",2436.75,360,720,112.8096,451.23838,0.0461,0.00883,0,0,0,106.25,2599.1875,-0.68433
"f","e45faa6a06163a79f892886141473993",858.64706,320,570,206.74877,3514.72905,0.25077,1,0,0.3328,0.3328,986.58132,3266.88582,-0.30162
"f","ea519105b43d50a3ca3cba627a755510",77.36364,360,640,60.3567,663.92366,0.44234,1,1,0.45455,0.45455,208.9091,1147.09091,-0.80039
