"Gender","Fingerprint","TimeUpx","W","H","leng","leng_sum","speed","Force","ForceUp","Rx","Ry","varX","varY","corrYX"
"f","8d3933d1a04dc4fb821ed0340b1063a8",222.4174,360,640,55.50196,6382.72487,0.27353,1,0,7.69166,7.69166,67.84318,994.63622,-0.04633
"f","a1a857b5b06e372f9c815718ac340077",562,640,360,253.25686,1772.79801,0.55121,1,0,0.71429,0.71429,175.91837,170.57143,-0.07339
"f","8c47753e45070e4943f563a1d0ab5c1d",2134.9,472,528,213.95221,2139.52205,0.17752,1,0,1.22368,1.37351,6239.2,9657.09,-0.93749
"f","8c47753e45070e4943f563a1d0ab5c1d",756,360,640,310.37896,1862.27372,0.5528,1,0,1.29027,1.49838,867.58334,3809.80556,-0.78788
"f","8c47753e45070e4943f563a1d0ab5c1d",689.58334,360,640,152.13816,1825.65792,0.27534,1,0,0.97811,1.3527,43.08334,1416.07639,0.0302
"f","48e06318776abcebfed529fe58ad2fcf",249,360,720,222.0859,666.25768,0.90328,0.02223,0,0,0,24.88889,2,-0.75592
"f","0703d9e1462f9de372465d6e32e8a27d",747.6,360,640,243.89202,1219.46009,0.66918,1,0,3.4,3.4,163.44001,76.40001,-0.50651
"f","48e06318776abcebfed529fe58ad2fcf",90.31579,360,720,93.19724,1770.74746,0.29865,0.05903,0,0,0,78.69253,1291.92244,-0.4022
"f","a1a857b5b06e372f9c815718ac340077",879.29412,640,360,142.73831,2426.55118,0.23881,1,0,0.60295,0.60295,1025.87544,2185.79239,-0.2098
"f","fcafb45fd3eda8100cfc558dfe9ba987",237,360,640,110.46255,1325.55055,0.31378,1,0,0,0,227.58334,3766.88889,-0.0126
"f","fcafb45fd3eda8100cfc558dfe9ba987",372.72223,360,640,144.21771,2595.91862,0.42907,1,0,0,0,16134.4321,908.91359,0.30234
"f","8c47753e45070e4943f563a1d0ab5c1d",542.63889,360,640,147.00483,5292.17362,0.35773,1,0,0.9573,1.31802,521.69368,5463.63195,0.44835
"f","afb3c1d97fbd3becef769f17581f62e9",2347.5,360,640,163.87684,983.26099,0.16395,1,0,3.16324,3.16324,344.80556,1266.13889,0.7403
"f","fcafb45fd3eda8100cfc558dfe9ba987",252.94445,360,640,153.58078,2764.45388,0.62575,1,0,6.80989,6.80989,894.77778,2839.94136,-0.61903
"f","ea519105b43d50a3ca3cba627a755510",1313,360,640,131.84265,659.21322,0.63066,1,1,0.95,0.95,357.84001,390.16001,-0.49918
"f","8d3933d1a04dc4fb821ed0340b1063a8",552.08334,360,640,107.15145,1285.81734,0.22391,1,0,4.59918,4.59918,124.85417,735.85417,0.41797
"f","3183f6f7626d168628851a35bd2de577",1048.6,320,570,103.27888,516.39436,0.11562,1,0,0.3328,0.3328,31.84001,1032.16001,-0.99997
"f","58cda9784e306b50aebf68c79eab7414",721.75,360,640,123.98754,495.95014,0.18367,1,0,6.3681,6.3681,1485.1875,180.1875,-1
"f","8c47753e45070e4943f563a1d0ab5c1d",741.30556,340,604.5,104.73475,3770.45081,0.15673,1,0,1.14074,1.29258,3498.48997,22501.79862,0.56059
"f","ea519105b43d50a3ca3cba627a755510",1050.40001,360,640,118.37278,591.86388,0.44873,1,1,0.7,0.7,282.4,370.96001,0.3584
"f","8d3933d1a04dc4fb821ed0340b1063a8",1156.73914,360,640,153.78459,3537.04551,0.16456,1,0,4.47341,4.47341,289.73535,3045.6484,-0.28468
"f","e45faa6a06163a79f892886141473993",479.66667,320,570,99.55647,597.3388,0.21588,1,0,0.3328,0.3328,57.25,133.47223,0.62252
"f","afb3c1d97fbd3becef769f17581f62e9",223.18182,360,640,88.61015,974.71164,0.40168,1,0,3.85945,3.85945,373.81819,324.6281,0.92539
"f","8d3933d1a04dc4fb821ed0340b1063a8",768.91667,360,640,123.59442,1483.13298,0.2019,1,0,7.09647,7.09647,1908.33334,13805.05556,-0.54073
"f","3183f6f7626d168628851a35bd2de577",451.33334,320,570,65.98746,593.8871,0.19166,1,0,0.3328,0.3328,9.33334,35.7284,-0.07909
"f","58cda9784e306b50aebf68c79eab7414",301.8,360,640,65.06405,325.32024,0.08645,1,0,6.59285,6.59285,455.04001,473.04,0.17537
"f","48e06318776abcebfed529fe58ad2fcf",617.1875,360,720,182.92913,2926.86607,0.33466,0.00393,0,0,0,309.9961,1941.15235,-0.09662
"f","48e06318776abcebfed529fe58ad2fcf",465,360,720,209.76117,1048.80581,0.58211,0.01961,0,0,0,32.96,36.56001,0.15441
"f","48e06318776abcebfed529fe58ad2fcf",461.90292,350.67962,701.35923,132.86794,13685.3971,0.37825,0.01668,0,0,0,1046.07089,5180.36272,0.02877
"f","8c47753e45070e4943f563a1d0ab5c1d",600.67308,360,640,129.01842,6708.95766,0.2516,1,0,1.07096,1.37351,949.91236,2251.9216,-0.30071
"f","8c47753e45070e4943f563a1d0ab5c1d",647.75,360,640,114.12891,1369.54684,0.23585,1,0,1.1446,1.39433,93.52084,1696.58334,-0.49592
"f","0703d9e1462f9de372465d6e32e8a27d",2601.5,360,640,291.66742,1166.66968,0.20217,1,0,3.16667,3.16667,15.1875,285.1875,-1
"f","48e06318776abcebfed529fe58ad2fcf",3723.35715,360,720,75.36903,1055.16631,0.20384,0.01373,0,0,0,189.35205,526.35205,0.65842
"f","0703d9e1462f9de372465d6e32e8a27d",377,360,640,239.99377,1439.96259,0.27928,1,0,2.38889,2.38889,26.88889,5317.33334,0.46149
"f","fcafb45fd3eda8100cfc558dfe9ba987",283.27273,360,640,172.76887,1900.45748,0.608,1,0,0,0,125.47108,283.28926,-0.2026
"f","8d3933d1a04dc4fb821ed0340b1063a8",648.77778,360,640,121.03179,1089.28606,0.2775,1,0,4.63387,4.63387,78.61729,2793.80247,-0.77665
"f","ca447ef6847a8593a4530b41066d365e",715,360,640,113.25465,679.52785,0.42409,1,0,11.96357,11.96357,73.80556,3107.66667,-0.2356
"f","10ee042a14d0a9cc413e2412fad579c9",2333.0625,412,732,140.82385,2253.18153,0.1584,1,0,0.20239,0.50001,954.98438,24755.90235,-0.14346
"f","e2731596e61e854d401fbeabdec5bf54",809.26667,854.4,769.6,262.75655,3941.34818,0.26499,1,1,0.49935,0.49935,198307.58223,29741.97334,-0.97575
"f","58cda9784e306b50aebf68c79eab7414",373.5,360,640,116.64072,1399.68859,0.3251,1,0,5.63972,5.63972,112.35417,373.40973,0.33128
"f","0703d9e1462f9de372465d6e32e8a27d",1020.33334,360,640,342.9845,2057.90696,0.4231,1,0,4.11112,4.11112,1924.13889,11288.13889,-0.7849
"f","8c47753e45070e4943f563a1d0ab5c1d",924.66667,360,640,87.44259,8132.16063,0.1536,1,0,1.11439,1.4581,5655.16916,7606.91433,0.12652
"f","0703d9e1462f9de372465d6e32e8a27d",530.71429,360,640,289.60746,2027.25216,0.67127,1,0,3.2381,3.2381,116.2449,3661.91837,0.1809
"f","48e06318776abcebfed529fe58ad2fcf",430.83334,360,720,151.67799,910.06792,0.4866,0.02157,0,0,0,672.47223,741.25,0.26876
"f","5bba6cd749afaa3bcdd4e09dde9d7d84",1205.25,320,570,270.67172,3248.06058,0.40844,1,0,1.55303,1.55303,1480.40973,12952.90973,-0.35423
"f","fcafb45fd3eda8100cfc558dfe9ba987",171.5,360,640,51.50735,618.08814,0.30993,1,0,0,0,479,452.24306,-0.31386
"f","fcafb45fd3eda8100cfc558dfe9ba987",152.36364,360,640,48.07339,528.80729,0.33728,1,0,0,0,2342.19835,11158.24794,0.9123
"f","e69ef8fe72e8ef38aa6e7971b594af82",763.1875,360,640,93.88942,4506.69216,0.19312,0.01617,0,4.13094,4.13094,63.93056,2669.66624,-0.1796
"f","8d3933d1a04dc4fb821ed0340b1063a8",473.33334,360,640,275.03944,1650.23662,0.60875,1,0,7.61674,7.61674,703.80556,3013.22223,0.5603
"f","0703d9e1462f9de372465d6e32e8a27d",2664.5,360,640,359.9005,719.80099,0.25926,1,0,3.66667,3.66667,1332.25,17292.25,1
"f","e45faa6a06163a79f892886141473993",590,320,570,257.28292,1029.13168,0.56429,1,0,0.3328,0.3328,358,7621.5,0.94139
"f","8d3933d1a04dc4fb821ed0340b1063a8",1365.11112,360,640,196.65977,1769.93793,0.14704,1,0,5.71603,5.71603,578.69136,1760.76544,0.72688
"f","9c960c8e28004bd5a05eefd2a29f1dfe",5643.875,360,640,113.60963,1817.75405,0.03356,1,1,0.53125,0.53125,2454.9961,8803.875,0.15619
"f","48e06318776abcebfed529fe58ad2fcf",12246.33334,360,720,257.47431,1544.84585,0.0339,0.01438,0,0,0,676.88889,23204.80556,-0.48964
"f","8c47753e45070e4943f563a1d0ab5c1d",1192.91667,360,640,181.2144,2174.57271,0.17754,1,0,1.54,1.64405,1093.66667,7391.25,-0.12043
"f","48e06318776abcebfed529fe58ad2fcf",342,360,720,196.55238,786.2095,0.61771,0.01863,0,0,0,243.1875,233.6875,-0.62109
"f","8d3933d1a04dc4fb821ed0340b1063a8",632.85715,360,640,141.06884,2962.44549,0.25955,1,0,5.48215,5.48215,12.96599,1092.53062,-0.38946
"f","e2731596e61e854d401fbeabdec5bf54",203.55556,1024,600,134.04159,2412.7485,0.71466,1,1,0.49935,0.49935,128576.32099,5330.02778,0.35918
"f","a1a857b5b06e372f9c815718ac340077",364.27273,360,640,74.78206,822.60256,0.28599,1,0,0.5,0.5,148.01653,1736.56199,0.70359
"f","0473471d75c1d93ba810f6ac619ab378",238.93334,360,640,42.84922,1285.47659,0.18872,1,0,0,0,338.55667,355.58223,-0.59704
"f","8c47753e45070e4943f563a1d0ab5c1d",581.96364,360,640,165.42517,9098.38423,0.34895,1,0,1.05341,1.33492,14687.19141,6489.40364,0.69506
"f","27fa5f07c3524c73cb9eb3049153ec0e",152.91305,360,720,91.35165,2101.08779,0.49541,0.00393,0,0,0,370.41966,2582.24953,-0.83506
"f","ea519105b43d50a3ca3cba627a755510",420.18182,360,640,169.36846,1863.05305,0.35174,1,1,0.59091,0.59091,12431.52067,2994.99174,-0.10976
"f","8c47753e45070e4943f563a1d0ab5c1d",943.58334,360,640,265.9764,6383.43347,0.41055,1,0,1.3527,1.46716,277.60417,4968.07639,-0.33367
"f","8c47753e45070e4943f563a1d0ab5c1d",555.63334,360,640,103.2865,3098.59495,0.3051,1,0,1.11065,1.27862,218.65,1032,-0.02891
"f","8c47753e45070e4943f563a1d0ab5c1d",539.53334,360,640,157.66892,2365.03374,0.27737,1,0,0.96424,1.2554,194.88889,4577.79556,-0.29498
"f","48e06318776abcebfed529fe58ad2fcf",1449.41177,360,720,78.01899,1326.32274,0.26695,0.01846,0,0,0,1288.82353,1426.46367,-0.75218
"f","9c960c8e28004bd5a05eefd2a29f1dfe",1462.33334,360,640,212.39351,1274.36104,0.14212,1,1,0.5,0.5,47.13889,1308.80556,-0.43558
"f","1b5f967569dc228c1f5ba7e2bc1f526a",298.60001,360,640,117.87715,589.38574,0.39155,1,1,4.14551,4.14551,59.76,1851.76001,0.34739
"f","48e06318776abcebfed529fe58ad2fcf",328.60001,360,720,138.86286,694.31427,0.44741,0.00942,0,0,0,338.16,1920.24,-0.31783
"f","amp-2Xyfg8OEq6JhydoWuX2s3Q",278.08334,360,640,80.76552,969.18616,0.3117,1,0,0.45268,0.45268,898.5,302.74306,0.48446
"f","8c47753e45070e4943f563a1d0ab5c1d",519.64706,442.35295,557.64706,107.08323,1820.41476,0.3858,1,0,1.23396,1.45431,9866.76817,5407.75779,-0.72006
"f","3982e38e1040697a280b9ccb9d3a4204",2474.75,360,640,34.95549,139.82195,0.01414,1,0,0,0,315.1875,1260.75,-1
"f","9c960c8e28004bd5a05eefd2a29f1dfe",1578.75,540,460,95.50054,2674.01485,0.08768,1,1,0.63393,0.63393,10809.08674,9293.56633,-0.71571
"f","3183f6f7626d168628851a35bd2de577",481.08334,320,570,170.19183,2042.30191,0.37518,1,0,0.3328,0.3328,3053.30556,8254.47223,0.58842
"f","ca447ef6847a8593a4530b41066d365e",361.13794,360,640,76.49074,2218.23126,0.25764,1,0,12.45651,12.45651,648.66588,2848.36386,0.1695
"f","9c960c8e28004bd5a05eefd2a29f1dfe",742.75,360,640,125.6556,2010.48948,0.2556,1,1,0.46875,0.46875,879.23438,4577.8086,0.57744
"f","8c47753e45070e4943f563a1d0ab5c1d",816.13334,360,640,61.38869,920.83027,0.14777,1,0,0.74919,1.24865,19.55556,913.58223,-0.48796
"f","e45faa6a06163a79f892886141473993",237.54546,320,570,119.06463,1309.71093,0.1242,1,0,0.3328,0.3328,135.81819,1244.38017,-0.33368
"f","4cb752e2d16e0a69931f266fef2d7b43",148.33334,360,640,63.20124,568.81116,0.76279,1,0,0.16667,0.16667,54.17284,392.69136,-0.81047
"f","0703d9e1462f9de372465d6e32e8a27d",442.8125,360,640,286.79733,4588.75714,0.81612,1,0,3.37501,3.37501,2827.5625,18071.10938,-0.64151
"f","fcafb45fd3eda8100cfc558dfe9ba987",170.25,360,640,69.3276,831.93112,0.42473,1,0,0,0,67.88889,70.40973,-0.0924
"f","8d3933d1a04dc4fb821ed0340b1063a8",416.98149,360,640,158.03558,8533.92127,0.37208,1,0,7.71386,7.71386,1699.32099,16344.30625,-0.44954
"f","e2731596e61e854d401fbeabdec5bf54",48.27273,1024,600,44.4707,489.17768,0.40637,1,1,0.49935,0.49935,374.95868,2091.70248,0.49456
"f","48e06318776abcebfed529fe58ad2fcf",1607,360,720,151.21341,1058.49385,0.04767,0.01233,0,0,0,285.10205,5186.4898,0.15122
"f","ea519105b43d50a3ca3cba627a755510",238.4,360,640,119.82197,599.10984,0.50667,1,1,0.55001,0.55001,13702.4,9094.96001,0.74472
"f","8d3933d1a04dc4fb821ed0340b1063a8",410.14286,360,640,134.98316,1889.76418,0.37476,1,0,4.72702,4.72702,3414.16837,9349.77552,-0.2094
"f","8d3933d1a04dc4fb821ed0340b1063a8",287.29167,360,640,107.7001,5169.6048,0.34598,1,0,7.23694,7.23694,10891.82639,5760.70834,0.42128
"f","9c960c8e28004bd5a05eefd2a29f1dfe",540.71429,360,640,71.13518,1991.78495,0.09648,1,0,0.5625,0.5625,2166.86097,2326.88138,-0.76608
"f","8d3933d1a04dc4fb821ed0340b1063a8",565.43479,360,640,109.66417,17655.9311,0.25044,1,0,5.21795,5.21795,5598.14838,2974.6783,0.17579
"f","58cda9784e306b50aebf68c79eab7414",1768.66667,360,640,242.51697,1455.10178,0.17224,1,0,0,0,228.47223,1559.80556,0.21726
"f","7e40dd6c05f823f6551ec7b584fa2474",87,360,640,61.96847,123.93693,0.60651,1,0,4.91312,4.91312,30.25,484,-1
"f","3183f6f7626d168628851a35bd2de577",492.21429,320,570,216.0658,3024.92111,0.43693,1,0,0.3328,0.3328,168.38776,723.7398,-0.49243
"f","a1a857b5b06e372f9c815718ac340077",723.35715,640,360,136.7135,1913.98894,0.36644,1,0,0.53572,0.53572,1909.45409,1493.95919,-0.66243
"f","8d3933d1a04dc4fb821ed0340b1063a8",472.56061,360,640,146.57591,9674.00962,0.27766,1,0,7.88539,7.88539,1330.12305,5360.4309,0.12629
"f","0703d9e1462f9de372465d6e32e8a27d",791.66667,360,640,177.87399,2134.48777,0.23996,1,0,2.83334,2.83334,630,6671.07639,-0.61949
"f","48e06318776abcebfed529fe58ad2fcf",2121.03125,360,720,183.23117,5863.39717,0.16962,0.01643,0,0,0,14761.23438,13587.17188,0.83545
"f","8d3933d1a04dc4fb821ed0340b1063a8",1281.11765,360,640,189.99718,3229.95198,0.23844,1,0,10.07731,10.07731,586.00693,6066.01385,0.2475
"f","8d3933d1a04dc4fb821ed0340b1063a8",1056.91667,360,640,76.15425,913.851,0.11424,1,0,3.08,3.08,43.63889,194.47223,-0.11247
"f","8d3933d1a04dc4fb821ed0340b1063a8",405.81133,360,640,99.43812,5270.21989,0.30347,1,0,7.12906,7.12906,3178.08117,2320.48701,-0.79458
"f","9c960c8e28004bd5a05eefd2a29f1dfe",2032,521.53847,478.46154,94.61545,2460.00161,0.11092,1,0.23077,0.51924,0.51924,11226.60947,9479.84616,0.84091
"f","e2731596e61e854d401fbeabdec5bf54",0,1024,600,113.26936,453.07744,0,1,1,0.49935,0.49935,169,3025,-1
"f","3183f6f7626d168628851a35bd2de577",1081.94445,320,570,163.17391,2937.13028,0.16961,1,0,1.57152,1.57152,1126.35803,870.66667,-0.27618
"f","8d3933d1a04dc4fb821ed0340b1063a8",215,360,640,187.32326,187.32326,0.87128,1,0,12.48646,12.48646,0,0,nan
"f","fcafb45fd3eda8100cfc558dfe9ba987",365.13044,360,640,118.29623,2720.81312,0.38718,1,0,0,0,1371.56144,5641.93195,-0.48102
"f","9c960c8e28004bd5a05eefd2a29f1dfe",1729.94445,360,640,82.27235,1480.90224,0.14941,1,0,0.63889,0.63889,3802.9784,2078.58334,-0.01579
"f","fcafb45fd3eda8100cfc558dfe9ba987",234.58824,360,640,92.16667,1566.8333,0.46679,1,0,0,0,76.13149,1225.54326,0.1987
"f","8d3933d1a04dc4fb821ed0340b1063a8",335.73334,360,640,97.58812,1463.82174,0.26357,1,0,6.39307,6.39307,586.96,8275.09334,0.76215
"f","a50630ad13dabcc379970a5080d735b7",2667.33334,360,640,179.96134,3239.30402,0.1265,1,0,0,0,3995.08951,15268.11112,0.04958
"f","3982e38e1040697a280b9ccb9d3a4204",228.2,360,640,109.81309,549.06544,0.50142,1,0,0,0,270.56001,527.44,0.1888
"f","48e06318776abcebfed529fe58ad2fcf",341.76924,360,720,132.5689,1723.39558,0.4182,0.00875,0,0,0,64.05918,964.82841,-0.70941
"f","afb3c1d97fbd3becef769f17581f62e9",156.61112,360,640,74.23988,1336.31767,0.39327,1,0,3.63495,3.63495,87.87655,1290.65433,0.47457
"f","e2731596e61e854d401fbeabdec5bf54",40.33334,1024,600,42.56486,638.47278,0.48619,1,1,0.49935,0.49935,732.64889,2831.09334,-0.22698
"f","8d3933d1a04dc4fb821ed0340b1063a8",789.7444,360,640,92.65223,20661.44563,0.17367,1,0,4.67879,4.67879,1025.74929,5642.94991,-0.39124
"f","amp-fyTd0VfF8WrXVyUhcCBTGw",521.75,424,848,141.85305,1702.23656,0.37455,0.07484,0,0,0,162.40973,2038.97223,-0.14078
"f","8d3933d1a04dc4fb821ed0340b1063a8",246.575,360,640,69.16846,8300.21407,0.26904,1,0,5.06742,5.06742,488.84556,860.54889,-0.21812
"f","5d9a70ce8549af81a6e5b0243676fb46",2068.6087,320,570,106.55826,2450.83985,0.08822,1,0,0.3328,0.3328,1291.01324,1565.8828,0.22099
"f","0703d9e1462f9de372465d6e32e8a27d",637.33334,360,640,191.8121,1150.8726,0.26108,1,0,4.38889,4.38889,1328.88889,1299.80556,0.52658
"f","ea519105b43d50a3ca3cba627a755510",380.5,360,640,201.07409,1206.44449,0.57701,1,1,0.70834,0.70834,181,1725.88889,0.67363
"f","8d3933d1a04dc4fb821ed0340b1063a8",223.6,360,640,67.57053,2027.11589,0.30365,1,0,0,0,181.88889,1021.09889,0.27887
"f","48e06318776abcebfed529fe58ad2fcf",491.55358,360,720,73.49605,4115.77869,0.2186,0.00981,0,0,0,62.50989,3598.28955,-0.64201
"f","8c47753e45070e4943f563a1d0ab5c1d",363.5,360,640,112.7578,1353.09349,0.34761,1,0,1.29027,1.45676,95.90973,1700.5,-0.05426
"f","8c47753e45070e4943f563a1d0ab5c1d",305,360,640,140.36537,1544.01898,0.46346,1,0,1.20325,1.40757,124.24794,1943.8843,0.24376
"f","8c47753e45070e4943f563a1d0ab5c1d",545.4091,360,640,96.3956,10603.51585,0.24572,1,0,1.04206,1.41892,10371.20505,5070.31976,0.11997
"f","e45faa6a06163a79f892886141473993",3929.07693,320,570,264.00103,3432.01336,0.16589,1,0,0.3328,0.3328,862.22486,9601.59764,0.23891
"f","10ee042a14d0a9cc413e2412fad579c9",844.66667,412,732,150.85208,905.11244,0.20183,1,0,0.4127,0.57143,332.47223,148.33334,-0.15835
"f","8d3933d1a04dc4fb821ed0340b1063a8",364.28572,360,640,255.06157,1785.43099,0.68453,1,0,7.27782,7.27782,141.71429,17060.28572,-0.04823
"f","10ee042a14d0a9cc413e2412fad579c9",655.9,412,732,210.6983,2106.983,0.41668,1,0,0.34286,0.57143,10384.6,1322.8,-0.48193
"f","8c47753e45070e4943f563a1d0ab5c1d",284.60001,360,640,118.02944,590.14719,0.64166,1,0,0.99892,1.1987,309.76,551.76001,-0.52741
"f","8c47753e45070e4943f563a1d0ab5c1d",726.27084,360,640,56.16726,2696.0281,0.14913,1,0,1.18622,1.31108,6369.72917,1690.7066,0.67682
"f","d61cb825f28bc0b4c1364b3d063b3ac5",323.66667,360,780,74.9342,449.60517,0.26822,0.0438,0,0,0,186.88889,253.80556,0.71909
"f","e45faa6a06163a79f892886141473993",1518.05883,320,570,280.23258,4763.95381,0.26966,1,0,0.3328,0.3328,366.22838,5590.44291,0.05432
"f","48e06318776abcebfed529fe58ad2fcf",421.75,360,720,154.91517,619.66068,0.38623,0.01471,0,0,0,77.25,349.25,-0.94822
"f","fcafb45fd3eda8100cfc558dfe9ba987",340.25,360,640,183.23777,2198.85316,0.60864,1,0,6.95331,6.95331,383.52084,539.07639,0.4509
"f","8d3933d1a04dc4fb821ed0340b1063a8",340.5,360,640,89.69342,538.16052,0.2026,1,0,0.45784,0.45784,103.55556,2175.33334,0.93232
"f","48e06318776abcebfed529fe58ad2fcf",1506.4375,360,720,83.89535,1342.32549,0.34003,0.01667,0,0,0,4397.375,827.4961,0.49075
"f","a33fb45ef2f51391e6ec33ebd68556e7",418.25,320,569,117.5209,470.0836,0.39034,1,0,0.72144,0.94343,112.75,384.75,0.52694
"f","9c960c8e28004bd5a05eefd2a29f1dfe",376.43244,360,640,75.27481,2785.16774,0.11133,1,0,0.97973,0.97973,7250.08328,3899.84515,-0.25144
"f","afb3c1d97fbd3becef769f17581f62e9",173.16667,360,640,88.79243,1065.50913,0.54167,1,0,4.55756,4.55756,412.80556,1716.07639,0.79754
"f","8d3933d1a04dc4fb821ed0340b1063a8",219.7193,360,640,48.85001,2784.45054,0.23511,1,0,9.02968,9.02968,33.03602,690.02771,-0.56801
"f","8d3933d1a04dc4fb821ed0340b1063a8",2397.5,360,640,95.35996,572.15975,0.03926,1,0,7.11728,7.11728,2430,7254.22223,0.78635
"f","8c47753e45070e4943f563a1d0ab5c1d",484.5,360,640,101.69918,1220.39012,0.40233,1,0,1.22784,1.33189,137.5,862.97223,0.66891
"f","8d3933d1a04dc4fb821ed0340b1063a8",1854.69231,360,640,198.42446,2579.51789,0.12574,1,0,5.30194,5.30194,66.39054,979.44379,-0.77328
"f","8d3933d1a04dc4fb821ed0340b1063a8",409.66667,360,640,393.60681,1180.82041,1.10532,1,0,6.5762,6.5762,8.66667,966.88889,0.91399
"f","fcafb45fd3eda8100cfc558dfe9ba987",1815.08334,360,640,179.28791,2151.45481,0.13294,1,0,0,0,492.07639,1288.40973,-0.8086
"f","e2731596e61e854d401fbeabdec5bf54",405.33334,600,1024,206.04272,1236.25631,0.8719,1,1,0.49935,0.49935,25006,26068.25,0.97162
"f","8c47753e45070e4943f563a1d0ab5c1d",268.8125,360,640,79.20809,2534.65868,0.30927,1,0,0.757,1.42034,39.13965,2173.4375,0.53031
"f","ca447ef6847a8593a4530b41066d365e",335.68334,360,640,50.22699,3013.61884,0.19997,1,0,12.13845,12.13845,562.66973,4271.79334,-0.3012
"f","ca447ef6847a8593a4530b41066d365e",560.08334,360,640,153.34213,1840.10556,0.38953,1,0,17.11263,17.11263,141.74306,747.07639,-0.31731
"f","58cda9784e306b50aebf68c79eab7414",444.73334,360,640,103.49237,1552.38555,0.04792,1,0,5.46075,5.46075,140.72889,2318.51556,-0.25798
"f","8d3933d1a04dc4fb821ed0340b1063a8",1353.85417,360,640,174.51988,8376.95419,0.32366,1,0,4.01128,4.01128,2981.77735,8311.93056,0.03743
"f","e45faa6a06163a79f892886141473993",1328,320,570,124.35625,497.42499,0.43869,1,0,0.3328,0.3328,129.6875,3382.75,0.87096
"f","0703d9e1462f9de372465d6e32e8a27d",359.77778,360,640,252.53853,2272.84677,0.32968,1,0,3.2963,3.2963,2216.22223,30160.61729,-0.80919
"f","27fa5f07c3524c73cb9eb3049153ec0e",1651.16667,360,720,326.00046,1956.00271,0.26833,0.09478,0,0,0,528.88889,10836.33334,-0.60888
"f","fcafb45fd3eda8100cfc558dfe9ba987",1009,360,640,97.09567,1165.148,0.35854,1,0,0,0,282.24306,1498.38889,-0.63819
"f","8d3933d1a04dc4fb821ed0340b1063a8",311.72728,360,640,168.23878,1850.62656,0.69788,1,0,11.05619,11.05619,1373.10744,6420.04959,0.25793
"f","9c960c8e28004bd5a05eefd2a29f1dfe",299,360,640,78.62894,157.25788,0.25659,1,1,0.375,0.375,6.25,1260.25,-1
"f","9c960c8e28004bd5a05eefd2a29f1dfe",965.57143,360,640,126.03151,4411.10279,0.18052,1,1,0.63572,0.63572,311.4498,6011.43347,0.32389
"f","e45faa6a06163a79f892886141473993",605.83334,320,570,144.19866,865.19193,0.28385,1,0,0.3328,0.3328,348.13889,809.13889,0.3392
"f","8d3933d1a04dc4fb821ed0340b1063a8",992.88236,360,640,196.27814,3336.72836,0.26484,1,0,8.623,8.623,14497.40485,3853.34949,-0.92052
"f","8d3933d1a04dc4fb821ed0340b1063a8",74.8,360,640,74.52126,372.60629,0.53985,1,0,0,0,93.36001,468.16001,-0.96698
"f","8c47753e45070e4943f563a1d0ab5c1d",323.33334,360,640,208.56523,1251.39136,0.66782,1,0,0.79081,1.04054,64.91667,282.47223,-0.11015
"f","5bba6cd749afaa3bcdd4e09dde9d7d84",2931.26471,320,570,98.62176,3353.13951,0.19725,1,0,1.53672,1.53672,3948.41869,15582.99308,-0.47935
"f","8d3933d1a04dc4fb821ed0340b1063a8",558.8,360,640,159.2979,2389.46843,0.49327,1,0,15.06699,15.06699,747.04001,4921.36,0.75345
"f","9c960c8e28004bd5a05eefd2a29f1dfe",92.6,360,640,45.06195,1351.85832,0.21935,1,1,0.48334,0.48334,789.69889,2773.87223,-0.45447
"f","10ee042a14d0a9cc413e2412fad579c9",165.17648,412,732,92.78977,1577.42603,0.66886,1,0,0.36975,0.58264,316.01385,5287.16956,-0.76322
"f","8d3933d1a04dc4fb821ed0340b1063a8",238.27273,360,640,74.58315,1640.8292,0.37259,1,0,0,0,557.93596,2317.81199,-0.14264
"f","e45faa6a06163a79f892886141473993",1429.33334,320,570,172.01594,1032.09564,0.29767,1,0,0.3328,0.3328,577.88889,4725.88889,0.96418
"f","9c960c8e28004bd5a05eefd2a29f1dfe",2008,360,640,118.03813,118.03813,0.05879,1,1,0.5,0.5,0,0,nan
"f","8d3933d1a04dc4fb821ed0340b1063a8",196.56915,360,640,45.36654,8528.90918,0.24692,1,0,8.24903,8.24903,180.67474,1181.73382,-0.46305
"f","8d3933d1a04dc4fb821ed0340b1063a8",1338.17648,360,640,157.20897,2672.55239,0.13514,1,0,4.70079,4.70079,583.94464,1836.5744,-0.50391
"f","10ee042a14d0a9cc413e2412fad579c9",202.16667,412,732,174.02741,4176.65776,0.47655,1,0.08334,0.57143,1.13493,7842.0816,7987.32639,0.97274
"f","8d3933d1a04dc4fb821ed0340b1063a8",945.57143,360,640,198.31508,1388.20555,0.20707,1,0,6.24323,6.24323,15.83674,855.14286,-0.0135
"f","8d3933d1a04dc4fb821ed0340b1063a8",434.66667,360,640,95.83592,287.50774,0.43574,1,0,3.82918,3.82918,37.55556,234.88889,0.76896
"f","8d3933d1a04dc4fb821ed0340b1063a8",1439.36112,360,640,159.77151,5751.77431,0.15816,1,0,5.60503,5.60503,27686.90433,4606.69368,-0.16281
"f","ca447ef6847a8593a4530b41066d365e",284.66667,360,640,255.54326,1533.25952,0.48361,1,0,13.37922,13.37922,478.22223,1746.80556,-0.04133
